"id","project_id","version","language","server_upload_time","34036c12-d36a-4808-bfab-c42538cc9bdf","ca82ba5d-6102-4f69-94da-76c38c28ce9b","6ed2b61d-77ff-4efc-a834-23c23e2eb4dc","a058fcb5-09cb-4f9a-ab39-d4ab39b91e3a","567bc704-5ce0-41a2-be56-6f55e1d328ae_19d77b68-f00b-46c6-824f-530d17999815_percentX","567bc704-5ce0-41a2-be56-6f55e1d328ae_19d77b68-f00b-46c6-824f-530d17999815_percentY","567bc704-5ce0-41a2-be56-6f55e1d328ae_47ef7121-eccd-4878-96ea-31600ba4c622_percentX","567bc704-5ce0-41a2-be56-6f55e1d328ae_47ef7121-eccd-4878-96ea-31600ba4c622_percentY","567bc704-5ce0-41a2-be56-6f55e1d328ae_f08a3687-cb7b-4359-8ef8-3c38fb0e9273_percentX","567bc704-5ce0-41a2-be56-6f55e1d328ae_f08a3687-cb7b-4359-8ef8-3c38fb0e9273_percentY","dee85953-7226-45c5-9add-c146e5f4096f_percentX","dee85953-7226-45c5-9add-c146e5f4096f_percentY","dee85953-7226-45c5-9add-c146e5f4096f_0330c0c8-1800-4fc5-94b3-4712ba07d610","dee85953-7226-45c5-9add-c146e5f4096f_0f3db059-9f30-4b84-917b-b3023e8e4bfb","dee85953-7226-45c5-9add-c146e5f4096f_6acdf566-f930-4268-9ffe-a314aa21caf7","dee85953-7226-45c5-9add-c146e5f4096f_NA","5d5594cd-7244-4c23-a8eb-c44e220bc177_percentX","5d5594cd-7244-4c23-a8eb-c44e220bc177_percentY","5d5594cd-7244-4c23-a8eb-c44e220bc177_a54fd1a1-04cc-4813-9401-8e940e3738b6","5d5594cd-7244-4c23-a8eb-c44e220bc177_c796e987-846e-48ee-9d8c-92e188772200","5d5594cd-7244-4c23-a8eb-c44e220bc177_ab539118-95d4-4f68-81aa-2e58ed44c54a","5d5594cd-7244-4c23-a8eb-c44e220bc177_NA","579be782-038d-4d71-92d5-1cbff91ac2fc_percentX","579be782-038d-4d71-92d5-1cbff91ac2fc_percentY","579be782-038d-4d71-92d5-1cbff91ac2fc_c41a0bcc-157c-4ccc-98b7-9074eb0f901b","579be782-038d-4d71-92d5-1cbff91ac2fc_d386f1a8-3a15-4d7b-9d05-9bb2cf7c5f9d","579be782-038d-4d71-92d5-1cbff91ac2fc_9cef2924-cbb6-40e2-b7ca-17f559078ef5","579be782-038d-4d71-92d5-1cbff91ac2fc_NA","25055cfd-2b03-44af-a80e-2bfd62e455cc_percentX","25055cfd-2b03-44af-a80e-2bfd62e455cc_percentY","25055cfd-2b03-44af-a80e-2bfd62e455cc_eb41c214-70d4-4e11-a056-822bcc77a81c","25055cfd-2b03-44af-a80e-2bfd62e455cc_f63bde9b-c513-44a7-ad1a-88ee451f8a16","25055cfd-2b03-44af-a80e-2bfd62e455cc_92457379-1102-4481-b0c2-77642d214260","25055cfd-2b03-44af-a80e-2bfd62e455cc_NA","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_percentX","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_percentY","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_c15c20b4-2400-482e-bda5-38de291868dc","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_69ed19b7-f9b4-490f-a190-669c4a899eed","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_c1ee2c1f-cad9-48dd-b88f-1accabca771c","085f37d9-5819-4cc0-8538-e05ff0bd0e2c_NA","b662e7f4-41b0-4525-8685-26c2a685d67d_percentX","b662e7f4-41b0-4525-8685-26c2a685d67d_410d59fd-ee4b-4383-b16d-b9f10fb4a788","b662e7f4-41b0-4525-8685-26c2a685d67d_82a858b9-fe4f-4df7-aefb-001110e0e23a","b662e7f4-41b0-4525-8685-26c2a685d67d_NA","4c3c1b34-980c-4bda-815a-2979d5ddcd45_percentX","4c3c1b34-980c-4bda-815a-2979d5ddcd45_f6b2c668-88dd-45a7-9320-8001dc10a457","4c3c1b34-980c-4bda-815a-2979d5ddcd45_73bc62c7-dd57-4161-baad-0d855a68484b","4c3c1b34-980c-4bda-815a-2979d5ddcd45_NA","42c7f92c-1cff-4f60-991e-0753c1b2b417_percentX","42c7f92c-1cff-4f60-991e-0753c1b2b417_b2428870-7cfc-4174-adaf-2bf580e28f72","42c7f92c-1cff-4f60-991e-0753c1b2b417_568beb13-f1ae-4a94-a180-a05e6d6ca7f2","42c7f92c-1cff-4f60-991e-0753c1b2b417_NA","e533b24f-1ac4-4506-8b10-0b1169cc7282_b14c0538-4fdb-4516-95c7-b9b793516c47","e533b24f-1ac4-4506-8b10-0b1169cc7282_931c7eac-48f0-4a58-8a80-b56d8dabc87e","e533b24f-1ac4-4506-8b10-0b1169cc7282_f9451e09-38b7-4598-85be-f88fa119244b","e533b24f-1ac4-4506-8b10-0b1169cc7282_70816258-bc0d-427c-a76c-ed834fc961ed","e533b24f-1ac4-4506-8b10-0b1169cc7282_3d8991f9-8673-489f-affd-d3a0046e5e89","e533b24f-1ac4-4506-8b10-0b1169cc7282_d9808c29-c914-4ee9-9aec-3a9d1d879407","e533b24f-1ac4-4506-8b10-0b1169cc7282_a288f177-7b81-4502-8e4d-c700076a511b","e533b24f-1ac4-4506-8b10-0b1169cc7282_41df55c7-2045-45a6-9e64-062d0d65ca5a","e533b24f-1ac4-4506-8b10-0b1169cc7282_ab9d4470-622c-41b8-a849-880ec752a8ea","e533b24f-1ac4-4506-8b10-0b1169cc7282_6dcae5a4-110b-434d-b22d-8da9b280a175","e533b24f-1ac4-4506-8b10-0b1169cc7282_7aa159c5-3d43-40e0-8117-3bc500be996e","e533b24f-1ac4-4506-8b10-0b1169cc7282_3965f13e-906f-4e32-8050-3d45cdf4b4f5","e533b24f-1ac4-4506-8b10-0b1169cc7282_946c3e8f-1c86-4bb5-982d-b87069380de7","e533b24f-1ac4-4506-8b10-0b1169cc7282_aa468b0d-c783-476b-b57c-5a71df821218","e533b24f-1ac4-4506-8b10-0b1169cc7282_fdb140ad-3bd1-4e83-9e18-479f9e83430c","70b147f8-1e73-4a8d-86ff-4d9e47f2b4f9","96c70934-24a2-40e3-98d8-692878fbc26c","28b77770-d9ed-4ee8-81ba-0cb6cbab4416","7e8de9fa-1eac-4aef-95a8-7565e907eaeb","definition_version","responder_id","meta_started","meta_platform","meta_completed","meta_application","meta_platform_verion","meta_selectedLanguage"
"c9a49500-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1438121139568,"a871eae1-1b42-422c-b58e-4b8b207c2941","I am a Driver Helper. I was asked one day to clean up some stuff. I didn’t know how to set up a fall arrest rope. I asked and I was showed exactly how to do it. He came over and he showed me and now I know how to do it.",,"No stupid questions",0.8166396103896104,0.8077886450381679,,,,,0.501953125,0.5442477876106195,0.5442477876106195,0.22592298119469031,0.22982923119469023,,0.5966500946969697,0.3761061946902655,0.3761061946902655,0.21529680795789763,0.40859699735183697,,0.5133167613636364,0.4424778761061947,0.4424778761061947,0.2654443005832664,0.292077823310539,,0.4981652462121212,0.5265486725663717,0.5265486725663717,0.2385604175046928,0.23489090992893535,,0.7064985795454546,0.18584070796460173,0.18584070796460173,0.2005810664722446,0.6135782255631537,,,,,1,,,,1,,,,1,1,,,,1,,,,,,,,,,,"b3913cbd-cd92-4bf6-8c9e-a65199a0bb64","d41722e7-0f09-439a-bc40-a549544fb2e7","72faa6c2-ff40-4e63-bec7-e5f4dec7e297","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"ceefc21e-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1438146266459,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","A number of years ago there was a dust buildup investigation in the shop.
This year we took dust samples and came across a high concentrate of the bad stuff – 60%.  There is paperwork on this. 
Did air sampling again. Air filtration units were filled with dust and couldn’t get a sample.
Not much has been done since the tests 6 months ago. No signage on the door. Still have dust buildup around the machinery.
I wonder why it takes so long to get things fixed. Our supervisor says it's on his list. I know he has a big list. I guess cleanliness and safety are not a high enough priority. We kinda feel sorry for the overworked SOB so we don't nag him any more.",,"Feel sorry for the SOB",0.6659902597402597,0.8192390267175572,0.5568993506493507,0.6748568702290076,0.5854707792207792,0.9159112595419848,0.22543797348484848,0.1415929203539823,0.1415929203539823,0.7037655663381606,0.15464151330785733,,0.7936197916666666,0.1504424778761062,0.1504424778761062,0.13115896939528027,0.7183985527286135,,0.5171046401515151,0.17699115044247793,0.17699115044247793,0.394399784627246,0.42860906493027623,,0.4905894886363637,0.23893805309734517,0.23893805309734517,0.3899414848149638,0.37112046208769106,,0.4830137310606061,0.8230088495575221,0.8230088495575221,0.10548184416063278,0.07150930628184504,,0.7524109792284867,0.24758902077151335,0.7524109792284867,,0.8354970326409495,0.16450296735905046,0.8354970326409495,,0.12333086053412463,0.8766691394658753,0.12333086053412463,,,,,,,,,1,,1,,1,,,,"40fa39b2-a775-4fea-b466-8cadb2d27ab3","e95b09c3-3abb-4f6d-9eab-9fa493671f9e","985bcec9-0b1b-42d7-9560-0f943c994e7a","92ae82dc-b6dd-4eed-81b7-809194893b90",-1,,,,,,,
"d3bea7a6-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1435862304299,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","In the blast shed, the lighting is poor. One time I tripped and hurt my arm. The lighting was improved.
We’ve asked for lighting in other places. My crew leader fights for me tooth and nail. Halogen lights don’t give enough lamination. We get the money and then we wait. Nothing gets done! I don’t get it. It’s retarded.
The only way of getting things fixed is to turn it into a safety issue at a monthly safety meeting. Then again, it may not get things fixed.",,"Make it into a safety issue",0.9309253246753246,0.9184756679389312,0.780275974025974,0.6061545801526718,0.8088474025974026,0.244155534351145,0.8011955492424242,0.11504424778761058,0.11504424778761058,0.1412823268637705,0.7436734253486189,,0.4905894886363637,0.09734513274336289,0.09734513274336289,0.46073794499195486,0.4419169222646822,,0.6951349431818182,0.40265486725663713,0.40265486725663713,0.10353762318986327,0.49380750955349967,,0.5852864583333334,0.28761061946902655,0.28761061946902655,0.2709082319321534,0.4414811485988201,,0.17998342803030304,0.11061946902654862,0.11061946902654862,0.76470683745642265,0.12467369351702871,,0.7375741839762612,0.2624258160237388,0.7375741839762612,,0.6426186943620178,0.3573813056379822,0.6426186943620178,,0.20344955489614244,0.7965504451038575,0.20344955489614244,,,1,,,,,,1,,,,1,,,,"75cd6901-70bb-4ab8-b063-56b6a4fa629c","e95b09c3-3abb-4f6d-9eab-9fa493671f9e","985bcec9-0b1b-42d7-9560-0f943c994e7a","92ae82dc-b6dd-4eed-81b7-809194893b90",-1,,,,,,,
"d89080f6-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1439874438925,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","We were gravelling the electrical substation yard using a Bobcat, dumping gravel over the fence. Guys with wheelbarrows working also.
Electrician thought we were way over our Limits of Approach. He ran to his manager in the office and finked on us. The manager then came out and made us stop working that day. We never did finish the job.
Why didn’t the electrician come over and tell us? Was he afraid we would bite and tell him to FRO? I guess it’s easier to bitch and whine than talk to us. It's not the first time I've experienced chicken-shzt behaviour from electricians.",,"Bitching and whining",0.15689935064935065,0.4184756679389313,0.29715909090909093,0.7588263358778626,0.2036525974025974,0.6105677480916031,0.4981652462121212,0.6592920353982301,0.6592920353982301,0.17218873608876362,0.16851922851300613,,0.7102864583333334,0.4380530973451328,0.4380530973451327,0.0706869929941003,0.491259909660767,,0.3693773674242424,0.6327433628318584,0.6327433628318584,0.3142509511598284,0.05300568600831323,,0.501953125,0.33628318584070793,0.3362831858407079,0.3299052820796461,0.33381153207964603,,0.1875591856060606,0.2168141592920354,0.21681415929203535,0.7040337347479217,0.0791521059600429,,0.7524109792284867,0.24758902077151335,0.7524109792284867,,,,,1,0.2568620178041543,0.7431379821958457,0.2568620178041543,,,,,,,,,1,,1,,1,,,,"5345dbc1-c15e-4d00-b3e0-20e920a4db20","e95b09c3-3abb-4f6d-9eab-9fa493671f9e","985bcec9-0b1b-42d7-9560-0f943c994e7a","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"dd63f4c8-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1438319067959,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","Job involved driving to a remote camping ground. We were going in a night. I didn’t know the road very well so my buddy drove.
There was a landslide and we detoured around. We were getting pelted by rocks. He backed out and the truck stopped. Pitch black, we heard boulders crashing into the creek below.
The next day, we found out we were in a very scarry spot. A lady came by and drove us to safety.
We had no communication – no cell phone access. As we were in a hurry, we didn't think about bringing a GPS along.",,"Landslide",0.12832792207792207,0.9261092557251908,,,0.2218344155844156,0.8433921755725191,0.20649857954545456,0.1327433628318584,0.1327433628318584,0.7271297390386162,0.14012689812952536,,0.25952888257575757,0.19469026548672563,0.19469026548672563,0.6431259846808796,0.16218374983239475,,0.501953125,0.4292035398230089,0.4292035398230089,0.2834451050884955,0.2873513550884956,,0.5133167613636364,0.5176991150442478,0.5176991150442478,0.22783368111423977,0.25446720384151245,,0.823922821969697,0.11504424778761058,0.11504424778761058,0.1185550541364977,0.7664006980758917,,0.5476632047477745,0.4523367952522255,0.5476632047477745,,,,,1,,,,1,,,,1,,,,,,,1,,,,,"b3913cbd-cd92-4bf6-8c9e-a65199a0bb64","38203f7d-3195-4ae4-8ecb-29737ddd441d","985bcec9-0b1b-42d7-9560-0f943c994e7a","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"e222c520-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1440022281685,"a871eae1-1b42-422c-b58e-4b8b207c2941","As a Foreman, my role is to pick people best matched to do a particular job. 
One time I had to straighten out a worker who nearly caused a major accident due to his negligence. Maybe I was physically a bit rough with him but I had to get my point across.
Next day he lodges a complaint and I'm hauled up to explain my actions. Which I did.
We preach Safety First around here and really mean it. Even if it requires shaking up a few feathers.",,"Safety First",0.9335227272727272,0.8955749045801527,,,,,0.5095288825757576,0.7123893805309734,0.7123893805309734,0.13427642715875565,0.15333419231027084,,0.4981652462121212,0.3141592920353983,0.3141592920353983,0.3447551077701796,0.3410856001944221,,0.6648319128787878,0.415929203539823,0.415929203539823,0.12720348535130066,0.4568673111088763,,0.24058948863636365,0.1991150442477876,0.1991150442477876,0.6598529892397426,0.14103196651246985,,0.17619554924242423,0.10619469026548678,0.10619469026548678,0.7707071056248325,0.12309820410968086,,0.5061201780415431,0.4938798219584569,0.5061201780415431,,,,,1,0.2627967359050445,0.7372032640949555,0.2627967359050445,,,,,,1,,,,,1,,,,,,"5345dbc1-c15e-4d00-b3e0-20e920a4db20","eb462061-1f07-4dd5-8a42-f5325eda3e61","7de664b4-7eea-4ed7-88ce-1e3475b9783d","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"e6e0afdc-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1438322936146,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","I once had my Foreman tell me there was zero solids in this paint. He knew from tons of experience.  If you add it all up, it was 130 years of experience!
I didn’t know what he was talking about. He got there because he knew how to work it and brown nose. Everyone had the same opinion of him.
Great guy after work but you didn’t want him beside you while working. I just didn’t trust him.",,"Who can you trust",0.1984577922077922,0.7047352099236641,,,,,0.4905894886363637,0.3495575221238938,0.3495575221238938,0.33463175030168946,0.31581072757441675,,0.8352864583333334,0.09734513274336289,0.09734513274336289,0.11604097529498514,0.7866138919616519,,0.4337713068181818,0.4955752212389381,0.4955752212389381,0.31844108256234904,0.1859836961987128,,,,,,,1,0.20271070075757577,0.1327433628318584,0.1327433628318584,0.7309176178264951,0.13633901934164655,,0.5120548961424333,0.48794510385756673,0.5120548961424333,,0.5179896142433235,0.48201038575667654,0.5179896142433235,,0.05804896142433234,0.9419510385756676,0.05804896142433234,,,,,,,,,1,,1,,1,,,,"75cd6901-70bb-4ab8-b063-56b6a4fa629c","38203f7d-3195-4ae4-8ecb-29737ddd441d","2d0e0e3b-0c71-4b0d-9a1b-d59878793a79","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"eba6f80a-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1435863075174,"a871eae1-1b42-422c-b58e-4b8b207c2941","It involved renting a loader.
We started the loader and discovered no seat belt. The rental agency was phoned and told loader had no seat belt. Rental agency’s response was that no one uses seat belts anyway. Our response was that we do. Material had already arrived on site. Our supervisor decided that we would not use it and sent the loader back. It may have cost us a day but sent a strong message.",,"Rental loader",0.27637987012987014,0.7161855916030535,0.3075487012987013,0.9038645038167938,,,0.4943773674242424,0.6902654867256637,0.6902654867256637,0.16048988921292562,0.1492446240614106,,0.13074100378787878,0.07964601769911506,0.07964601769911506,0.8294359873625636,0.09091799493832126,,0.7064985795454546,0.4424778761061947,0.4424778761061947,0.07226248240144817,0.4852596414923573,,0.4943773674242424,0.34513274336283184,0.34513274336283184,0.33305626089434154,0.32181099574282646,,0.1875591856060606,0.10619469026548678,0.10619469026548678,0.7593434692611961,0.13446184047331722,,0.5031528189910979,0.4968471810089022,0.5031528189910979,,,,,1,0.5150222551928784,0.4849777448071216,0.5150222551928784,,1,,,,1,,,,1,,,,,,,"75cd6901-70bb-4ab8-b063-56b6a4fa629c","d41722e7-0f09-439a-bc40-a549544fb2e7","0ab8bcd3-8b91-408d-bfd1-2d0743af7a45","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"f0780e3c-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1438320694787,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","We were painting a transmission tower. We were erecting scaffold about 100 feet in the air. There was huge windstorm. I got down because it wasn’t safe.
A huge plank came down and landed beside me. The wind blew it about 50 feet from where the scaffold was.
It scared the hell of me. I  reported it and discussed with my immediate supervisor. We both agreed it was a freak of nature and there was nothing more I could have done.",,"Wind scare",0.16209415584415585,0.9146588740458016,,,,,0.4943773674242424,0.3141592920353983,0.3141592920353983,0.3485429865580583,0.33729772140654324,,,,,,,1,0.6421046401515151,0.3893805309734514,0.3893805309734514,0.16320509436175923,0.4474143746647894,,0.7405894886363636,0.18584070796460173,0.18584070796460173,0.16649015738133555,0.647669134654063,,0.8314985795454546,0.09734513274336289,0.09734513274336289,0.11982885408286392,0.7828260131737733,,0.4942507418397626,0.5057492581602374,0.4942507418397626,,,,,1,,,,1,,,,1,,,,,,,1,,,,,"b3913cbd-cd92-4bf6-8c9e-a65199a0bb64","eb462061-1f07-4dd5-8a42-f5325eda3e61","2d0e0e3b-0c71-4b0d-9a1b-d59878793a79","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
"f554ea7e-806b-11eb-81ea-0242ac110003","b1ad76ca-d60a-4c9d-9b63-de3d7893784b",0.3,"en",1440026985982,"d6e63de2-08ab-46b1-b8cd-63dc4f8667a0","There was an individual who worked for a few months and then went on rehab. He was given a safety recognition award (after one year of service).
Did he really earn this?
Out of 8 co-workers in this room, zero people received one year recognition awards.",,"Safety award for loser",0.3023538961038961,0.36885734732824427,0.5465097402597403,0.5756202290076335,,,,,,,,1,0.4943773674242424,0.8362831858407079,0.8362831858407079,0.08748103965540366,0.07623577450388846,,0.4981652462121212,0.8185840707964602,0.8185840707964602,0.09254271838964868,0.0888732108138911,,,,,,,1,0.17240767045454544,0.11504424778761058,0.11504424778761058,0.7700702056516494,0.11488554656074015,,,,,1,,,,1,,,,1,,,,,,,1,1,,,,1,,,,"5345dbc1-c15e-4d00-b3e0-20e920a4db20","e95b09c3-3abb-4f6d-9eab-9fa493671f9e","0ab8bcd3-8b91-408d-bfd1-2d0743af7a45","5dcc8b01-4807-4e4d-870f-5f656c8a761f",-1,,,,,,,
